ZIP,geometry
92254,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-115.677471,33.42729,0.0 -115.838583,33.42729,0.0 -116.061281,33.51472,0.0 -116.058531,33.613146,0.0 -115.677471,33.42729,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92256,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.650741,34.177313,0.0 -116.48908,34.155318,0.0 -116.457737,34.032697,0.0 -116.591355,34.032697,0.0 -116.719475,34.033797,0.0 -116.69913,34.138272,0.0 -116.682634,34.175113,0.0 -116.650741,34.177313,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92257,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-115.838583,33.42729,0.0 -115.677471,33.42729,0.0 -115.676922,33.42729,0.0 -115.586743,33.365155,0.0 -115.629633,33.316766,0.0 -115.838583,33.42729,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92259,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.10637,32.618431,0.0 -116.10637,32.644825,0.0 -116.102521,32.855975,0.0 -115.860578,32.816935,0.0 -115.961754,32.727856,0.0 -115.907867,32.633828,0.0 -116.10637,32.618431,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92260,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.442891,33.642289,0.0 -116.459937,33.713773,0.0 -116.388453,33.772609,0.0 -116.356561,33.734118,0.0 -116.356561,33.730818,0.0 -116.356561,33.729169,0.0 -116.323019,33.671433,0.0 -116.323569,33.64174,0.0 -116.442891,33.642289,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92262,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.61555,33.830895,0.0 -116.667238,33.897429,0.0 -116.634795,33.903478,0.0 -116.505576,33.874884,0.0 -116.493479,33.867186,0.0 -116.492929,33.816048,0.0 -116.61555,33.830895,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92264,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.442891,33.642289,0.0 -116.61445,33.687379,0.0 -116.61555,33.830895,0.0 -116.492929,33.816048,0.0 -116.460486,33.742916,0.0 -116.459937,33.713773,0.0 -116.442891,33.642289,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92267,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-114.279702,34.259244,0.0 -114.251109,34.384064,0.0 -114.131787,34.261993,0.0 -114.229114,34.18831,0.0 -114.279702,34.259244,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92270,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.459937,33.713773,0.0 -116.460486,33.742916,0.0 -116.442341,33.837493,0.0 -116.370858,33.794603,0.0 -116.388453,33.772609,0.0 -116.459937,33.713773,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92274,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.103071,32.87907,0.0 -116.155309,33.42729,0.0 -116.285628,33.59885,0.0 -116.23394,33.656586,0.0 -116.216894,33.656586,0.0 -116.10802,33.671433,0.0 -116.058531,33.613146,0.0 -116.061281,33.51472,0.0 -115.830885,33.165552,0.0 -116.058531,33.083072,0.0 -115.791844,33.068225,0.0 -115.668674,32.926359,0.0 -115.828686,32.92141,0.0 -115.72696,32.869172,0.0 -115.772049,32.791091,0.0 -115.690118,32.715758,0.0 -115.662075,32.652523,0.0 -115.907867,32.633828,0.0 -115.961754,32.727856,0.0 -115.860578,32.816935,0.0 -116.102521,32.855975,0.0 -116.103071,32.87907,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92276,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.442341,33.837493,0.0 -116.463236,33.875434,0.0 -116.301024,33.803951,0.0 -116.370858,33.794603,0.0 -116.442341,33.837493,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92277,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.193799,34.250996,0.0 -115.720361,34.304883,0.0 -115.80889,34.473693,0.0 -115.664275,34.376366,0.0 -115.592791,34.44455,0.0 -115.316207,34.072838,0.0 -116.254285,34.034347,0.0 -116.193799,34.250996,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92278,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.298825,34.265842,0.0 -116.503376,34.679894,0.0 -116.421995,34.734331,0.0 -116.017291,34.603462,0.0 -115.80889,34.476992,0.0 -115.80889,34.473693,0.0 -115.720361,34.304883,0.0 -116.193799,34.250996,0.0 -116.298825,34.265842,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92280,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-114.435865,34.079986,0.0 -115.08966,34.079986,0.0 -115.084162,34.246597,0.0 -114.969239,34.255944,0.0 -114.917001,34.421455,0.0 -114.634918,34.239998,0.0 -114.466658,34.257594,0.0 -114.432016,34.091533,0.0 -114.435865,34.079986,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92281,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-115.791844,33.068225,0.0 -116.058531,33.083072,0.0 -115.830885,33.165552,0.0 -115.781947,33.125961,0.0 -115.791844,33.068225,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-115.697267,33.118813,0.0 -115.527357,33.044581,0.0 -115.752804,33.103417,0.0 -115.697267,33.118813,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
92282,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.737071,33.933171,0.0 -116.719475,34.033797,0.0 -116.591355,34.032697,0.0 -116.634795,33.903478,0.0 -116.667238,33.897429,0.0 -116.719475,33.85179,0.0 -116.720025,33.886432,0.0 -116.737071,33.933171,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92283,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-115.335452,32.676718,0.0 -115.235926,32.715758,0.0 -115.293112,32.895016,0.0 -115.185888,32.973098,0.0 -115.340951,33.140258,0.0 -115.586743,33.365155,0.0 -115.676922,33.42729,0.0 -114.75424,33.433889,0.0 -114.62777,33.433339,0.0 -114.66956,33.416843,0.0 -114.697053,33.411894,0.0 -114.702002,33.408595,0.0 -114.720698,33.407495,0.0 -114.714099,33.388799,0.0 -114.71135,33.38605,0.0 -114.707501,33.08802,0.0 -114.469957,32.972548,0.0 -114.527693,32.756999,0.0 -114.615672,32.728955,0.0 -115.336552,32.676168,0.0 -115.335452,32.676718,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92284,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.304873,34.032697,0.0 -116.457737,34.032697,0.0 -116.48908,34.155318,0.0 -116.650741,34.177313,0.0 -116.665038,34.27574,0.0 -116.334016,34.236699,0.0 -116.304873,34.032697,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92285,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.298825,34.265842,0.0 -116.334016,34.236699,0.0 -116.665038,34.27574,0.0 -116.735971,34.31698,0.0 -116.661189,34.376916,0.0 -116.748068,34.605112,0.0 -116.503376,34.679894,0.0 -116.298825,34.265842,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92301,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.336429,34.579268,0.0 -117.37547,34.523731,0.0 -117.450802,34.506685,0.0 -117.659753,34.557823,0.0 -117.667451,34.557823,0.0 -117.666901,34.627657,0.0 -117.668001,34.82231,0.0 -117.495342,34.82506,0.0 -117.354575,34.674395,0.0 -117.336429,34.579268,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92304,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-115.80889,34.476992,0.0 -116.017291,34.603462,0.0 -116.145961,34.761275,0.0 -115.654927,34.896543,0.0 -115.690668,34.540227,0.0 -115.80889,34.476992,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92305,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.977364,34.119027,0.0 -117.07799,34.119577,0.0 -117.018055,34.156418,0.0 -116.682634,34.175113,0.0 -116.69913,34.138272,0.0 -116.977364,34.119027,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92307,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.257798,34.500637,0.0 -117.281992,34.565521,0.0 -117.240202,34.628206,0.0 -117.24845,34.746978,0.0 -117.16542,34.752477,0.0 -117.107134,34.716186,0.0 -116.95207,34.539677,0.0 -117.063144,34.452798,0.0 -117.257798,34.500637,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92309,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-115.506462,35.697704,0.0 -115.871026,35.642717,0.0 -115.820988,35.525044,0.0 -116.116818,35.371631,0.0 -116.057432,35.28805,0.0 -115.712663,35.391426,0.0 -115.662075,35.301247,0.0 -115.789095,35.158281,0.0 -115.38714,35.025762,0.0 -115.411884,34.926786,0.0 -115.654927,34.896543,0.0 -116.145961,34.761275,0.0 -116.349413,35.159931,0.0 -116.419796,35.20502,0.0 -116.31917,35.287501,0.0 -116.333466,35.555837,0.0 -116.925676,35.62622,0.0 -116.938873,35.79558,0.0 -116.538568,35.795031,0.0 -116.092623,35.793381,0.0 -115.647229,35.808777,0.0 -115.506462,35.697704,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92310,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.8245,35.103844,0.0 -117.005957,35.244061,0.0 -116.926776,35.272654,0.0 -116.999359,35.396375,0.0 -116.925676,35.62622,0.0 -116.333466,35.555837,0.0 -116.31917,35.287501,0.0 -116.419796,35.20502,0.0 -116.349413,35.159931,0.0 -116.384604,35.03731,0.0 -116.683734,35.125839,0.0 -116.8245,35.103844,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92311,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.846495,34.816262,0.0 -116.811853,34.731582,0.0 -117.107134,34.716186,0.0 -117.16542,34.752477,0.0 -117.330381,34.893794,0.0 -117.329831,34.900392,0.0 -117.193463,34.852553,0.0 -116.999359,34.983972,0.0 -116.853643,35.078,0.0 -116.948221,34.885546,0.0 -116.861892,34.838257,0.0 -116.846495,34.816262,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92313,
92314,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.682634,34.175113,0.0 -117.018055,34.156418,0.0 -117.177517,34.186111,0.0 -117.105484,34.352721,0.0 -117.059845,34.366468,0.0 -116.735971,34.31698,0.0 -116.665038,34.27574,0.0 -116.650741,34.177313,0.0 -116.682634,34.175113,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92316,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.37547,34.033797,0.0 -117.413961,34.034347,0.0 -117.435956,34.066789,0.0 -117.405163,34.092083,0.0 -117.366122,34.068989,0.0 -117.37547,34.033797,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92320,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.03565,33.941419,0.0 -117.054346,33.949117,0.0 -117.064794,34.004104,0.0 -116.990011,33.998605,0.0 -117.03565,33.941419,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92324,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.274844,34.004654,0.0 -117.305637,34.0195,0.0 -117.336429,34.0195,0.0 -117.339179,34.0195,0.0 -117.366672,34.0195,0.0 -117.37547,34.033797,0.0 -117.366122,34.068989,0.0 -117.348526,34.084935,0.0 -117.306186,34.079986,0.0 -117.278143,34.051943,0.0 -117.243501,34.037096,0.0 -117.158271,33.968362,0.0 -117.187415,33.961214,0.0 -117.274844,34.004654,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92327,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.861892,34.838257,0.0 -116.774462,34.895443,0.0 -116.846495,34.816262,0.0 -116.861892,34.838257,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92328,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.938873,35.79558,0.0 -117.145075,35.79558,0.0 -117.241302,36.151346,0.0 -117.411762,36.342701,0.0 -117.626211,36.364146,0.0 -117.627311,36.465872,0.0 -117.560226,36.51701,0.0 -117.653154,36.628634,0.0 -117.466199,37.009144,0.0 -117.286391,37.060281,0.0 -117.16597,36.971203,0.0 -116.661189,36.590143,0.0 -116.86684,36.254172,0.0 -116.748618,35.947345,0.0 -116.538568,35.795031,0.0 -116.938873,35.79558,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92332,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-115.08966,34.079986,0.0 -115.316207,34.072838,0.0 -115.592791,34.44455,0.0 -115.690668,34.540227,0.0 -115.654927,34.896543,0.0 -115.411884,34.926786,0.0 -115.38714,35.025762,0.0 -114.957142,35.049957,0.0 -114.968139,34.858052,0.0 -114.638767,34.552324,0.0 -115.029175,34.48799,0.0 -115.084162,34.246597,0.0 -115.08966,34.079986,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92335,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.435956,34.066789,0.0 -117.523935,34.06459,0.0 -117.523935,34.067889,0.0 -117.523935,34.077237,0.0 -117.523935,34.093183,0.0 -117.514587,34.10638,0.0 -117.405163,34.10693,0.0 -117.405163,34.092083,0.0 -117.435956,34.066789,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92337,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.413961,34.034347,0.0 -117.506889,34.033247,0.0 -117.524485,34.033247,0.0 -117.523935,34.06459,0.0 -117.435956,34.066789,0.0 -117.413961,34.034347,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92338,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.017291,34.603462,0.0 -116.421995,34.734331,0.0 -116.683734,35.125839,0.0 -116.384604,35.03731,0.0 -116.349413,35.159931,0.0 -116.145961,34.761275,0.0 -116.017291,34.603462,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92339,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.719475,34.033797,0.0 -116.905331,34.034347,0.0 -116.966367,34.06239,0.0 -116.977364,34.119027,0.0 -116.69913,34.138272,0.0 -116.719475,34.033797,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92342,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.24845,34.746978,0.0 -117.354575,34.674395,0.0 -117.495342,34.82506,0.0 -117.330381,34.893794,0.0 -117.16542,34.752477,0.0 -117.24845,34.746978,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92347,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.329831,34.900392,0.0 -117.352925,34.940533,0.0 -117.606416,35.316094,0.0 -117.341928,35.083499,0.0 -116.999359,34.983972,0.0 -117.193463,34.852553,0.0 -117.329831,34.900392,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92350,
92354,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.243501,34.06294,0.0 -117.243501,34.037096,0.0 -117.278143,34.051943,0.0 -117.243501,34.071188,0.0 -117.243501,34.06294,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92356,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.063144,34.452798,0.0 -116.95207,34.539677,0.0 -117.107134,34.716186,0.0 -116.811853,34.731582,0.0 -116.748068,34.605112,0.0 -116.661189,34.376916,0.0 -116.735971,34.31698,0.0 -117.059845,34.366468,0.0 -117.063144,34.452798,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92358,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.565725,34.305433,0.0 -117.511838,34.301584,0.0 -117.474997,34.236699,0.0 -117.591019,34.229001,0.0 -117.565725,34.305433,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92359,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.966367,34.06239,0.0 -117.103284,34.040395,0.0 -117.137926,34.090433,0.0 -117.189064,34.151469,0.0 -117.177517,34.186111,0.0 -117.018055,34.156418,0.0 -117.07799,34.119577,0.0 -116.977364,34.119027,0.0 -116.966367,34.06239,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92364,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-115.506462,35.697704,0.0 -115.390989,35.606975,0.0 -115.370094,35.590479,0.0 -114.906554,35.222066,0.0 -114.759738,35.103844,0.0 -114.957142,35.049957,0.0 -115.38714,35.025762,0.0 -115.789095,35.158281,0.0 -115.662075,35.301247,0.0 -115.712663,35.391426,0.0 -116.057432,35.28805,0.0 -116.116818,35.371631,0.0 -115.820988,35.525044,0.0 -115.871026,35.642717,0.0 -115.506462,35.697704,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92365,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.503376,34.679894,0.0 -116.748068,34.605112,0.0 -116.811853,34.731582,0.0 -116.846495,34.816262,0.0 -116.774462,34.895443,0.0 -116.861892,34.838257,0.0 -116.948221,34.885546,0.0 -116.853643,35.078,0.0 -116.8245,35.103844,0.0 -116.683734,35.125839,0.0 -116.421995,34.734331,0.0 -116.503376,34.679894,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92368,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.354575,34.674395,0.0 -117.24845,34.746978,0.0 -117.240202,34.628206,0.0 -117.336429,34.579268,0.0 -117.354575,34.674395,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92371,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.438155,34.354371,0.0 -117.495342,34.31588,0.0 -117.58552,34.404409,0.0 -117.659203,34.497887,0.0 -117.659753,34.557823,0.0 -117.450802,34.506685,0.0 -117.450802,34.446749,0.0 -117.438155,34.354371,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92372,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.58552,34.404409,0.0 -117.654804,34.396711,0.0 -117.659203,34.497887,0.0 -117.58552,34.404409,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92373,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.243501,34.037096,0.0 -117.243501,34.06294,0.0 -117.125279,34.027748,0.0 -117.064794,34.004104,0.0 -117.054346,33.949117,0.0 -117.158271,33.968362,0.0 -117.243501,34.037096,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92374,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.103284,34.040395,0.0 -117.125279,34.027748,0.0 -117.243501,34.06294,0.0 -117.243501,34.071188,0.0 -117.208859,34.10638,0.0 -117.137926,34.090433,0.0 -117.103284,34.040395,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92376,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.348526,34.121226,0.0 -117.348526,34.084935,0.0 -117.366122,34.068989,0.0 -117.405163,34.092083,0.0 -117.405163,34.10693,0.0 -117.427158,34.136073,0.0 -117.348526,34.136073,0.0 -117.348526,34.121226,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92377,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.427158,34.136073,0.0 -117.437056,34.181712,0.0 -117.429357,34.187211,0.0 -117.348526,34.136073,0.0 -117.427158,34.136073,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92384,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-115.962854,36.054019,0.0 -116.092623,35.793381,0.0 -116.538568,35.795031,0.0 -116.748618,35.947345,0.0 -116.86684,36.254172,0.0 -116.661189,36.590143,0.0 -116.246037,36.272868,0.0 -116.10802,36.166743,0.0 -115.962854,36.054019,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92389,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-115.962854,36.054019,0.0 -115.898519,36.003981,0.0 -115.702766,35.852217,0.0 -115.647229,35.808777,0.0 -116.092623,35.793381,0.0 -115.962854,36.054019,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92392,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.254499,34.470944,0.0 -117.450802,34.446749,0.0 -117.450802,34.506685,0.0 -117.37547,34.523731,0.0 -117.281992,34.565521,0.0 -117.257798,34.500637,0.0 -117.254499,34.470944,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92394,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.336429,34.579268,0.0 -117.240202,34.628206,0.0 -117.281992,34.565521,0.0 -117.37547,34.523731,0.0 -117.336429,34.579268,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92397,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.649855,34.338975,0.0 -117.652605,34.365918,0.0 -117.654804,34.396711,0.0 -117.58552,34.404409,0.0 -117.495342,34.31588,0.0 -117.511838,34.301584,0.0 -117.565725,34.305433,0.0 -117.649855,34.338975,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92401,
92404,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.237453,34.121226,0.0 -117.285291,34.121226,0.0 -117.285291,34.164666,0.0 -117.225905,34.150919,0.0 -117.237453,34.121226,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92405,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.285291,34.121226,0.0 -117.302887,34.121226,0.0 -117.317734,34.138822,0.0 -117.285291,34.164666,0.0 -117.285291,34.121226,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92407,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.225905,34.150919,0.0 -117.285291,34.164666,0.0 -117.317734,34.138822,0.0 -117.348526,34.136073,0.0 -117.429357,34.187211,0.0 -117.474997,34.236699,0.0 -117.511838,34.301584,0.0 -117.495342,34.31588,0.0 -117.438155,34.354371,0.0 -117.239102,34.346123,0.0 -117.105484,34.352721,0.0 -117.177517,34.186111,0.0 -117.189064,34.151469,0.0 -117.225905,34.150919,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
